Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
tastecomau /assets/static/site logos/tastesvg,2,0,3,0,0,2,0,0,0
log in sign up,2,2,4,0,0,2,0,0,0
recipes dinner quick easy healthy baking entertaining food news video win,0,2,11,0,0,5,3,0,0
more,2,0,1,0,0,0,0,0,0
food news,1,2,2,0,0,2,0,0,0
video,1,1,1,0,0,1,0,0,0
win,0,1,1,0,0,1,0,0,0
tastecomau /assets/static/site logos/tastesvg,2,0,3,0,0,2,0,0,0
snickers brownie,2,2,2,0,0,1,1,0,0
20m prep,1,2,2,1,2,1,0,0,0
25m cook,1,1,2,1,2,1,0,0,0
makes 24,2,1,2,1,2,0,1,0,0
21,0,2,1,1,2,0,0,0,0
snickers,1,0,1,0,0,1,0,0,0
brownie https //imgtastecomau/8krtmq /w720 h480 cfill q80/taste/2016/11/snickers,1,1,7,1,15,7,0,0,0
brownie 75270 1jpeg,2,1,3,1,6,1,0,0,0
save recipe,2,2,2,0,0,1,1,0,0
426 people saved this,2,2,4,1,3,1,1,0,0
4 people made this,2,2,4,1,1,1,1,0,0
turn an ordinary chocolate bar into something extra ordinary with these,1,2,11,0,0,3,1,0,0
delicious and simple brownies,2,1,4,0,0,1,0,0,0
k,2,2,1,0,0,1,0,0,0
kim coverdale,0,2,2,0,0,2,0,0,0
calories /assets/static/icons/caloriessvg,2,0,2,0,0,1,1,0,0
169 calories per serve,0,2,4,1,3,2,0,0,0
warning /assets/static/icons/warningsvg,2,0,2,0,0,1,1,0,0
allergens recipe may contain gluten wheat egg milk and lactose,2,2,10,0,0,6,1,0,0
more nutrition information,2,2,3,0,0,2,0,0,0
7 ingredients,1,2,2,1,1,1,0,0,0
3 method steps,2,1,3,1,1,1,0,0,0
7 ingredients,2,2,2,1,1,1,0,0,0
150g butter chopped,2,2,3,1,3,1,1,0,1
200g dark chocolate chopped,2,2,4,1,3,1,1,0,1
3/4 cup caster sugar,2,2,4,1,2,3,0,1,1
2 eggs lightly beaten,2,2,4,1,1,1,1,0,1
1 cup plain flour sifted,2,2,5,1,1,3,1,1,1
1/4 cup self raising flour sifted,2,2,6,1,2,3,2,1,1
2 x 60g snickers chocolate bars cut into 1cm cubes,2,2,10,1,4,3,2,0,1
select all ingredients,2,2,3,0,0,1,1,0,0
add to shopping list,2,2,4,0,0,2,1,0,0
3 method steps,2,2,3,1,1,1,0,0,0
step 1,2,2,2,1,1,1,0,0,0
grease a 3cm deep 18cm x 28cm base slice pan line with baking paper,1,2,14,1,5,6,1,1,0
allowing a 2cm overhang at long ends,2,1,7,1,1,2,1,0,0
step 2,2,2,2,1,1,1,0,0,0
place butter,2,2,2,0,0,2,0,0,0
unsure of the quantity needed,0,2,5,0,0,2,1,0,0
click on the underlined ingredient to reveal the quantity no need to flip,1,0,13,0,0,4,2,0,0
back and forth,0,1,3,0,0,1,0,0,0
ok got it,2,0,3,0,0,1,1,0,0
150g butter chopped dark chocolate 200g dark chocolate chopped and,1,2,10,1,6,3,2,0,0
sugar 3/4 cup caster sugar in a saucepan over medium heat cook stirring,1,1,13,1,2,8,1,1,0
occasionally for 3 to 5 minutes or until chocolate has melted set aside for,1,1,14,1,2,2,3,0,0
15 minutes to cool preheat oven to 180 c/160 c fan forced,2,1,12,1,8,4,2,0,0
step 3,2,2,2,1,1,1,0,0,0
whisk eggs 2 eggs lightly beaten and then flours 1 cup plain flour,1,2,13,1,2,6,2,1,0
sifted 1/4 cup self raising flour sifted into chocolate mixture fold in,1,1,12,1,2,5,3,1,0
snickers 2 x 60g snickers chocolate bars cut into 1cm cubes pour mixture,1,1,13,1,4,5,2,0,0
into prepared pan smooth top bake for 25 minutes or until a skewer inserted,1,1,14,1,2,3,2,0,0
in the centre comes out with crumbs clinging cool in pan serve,2,1,12,0,0,4,3,0,0
did you make this,0,2,4,0,0,0,2,0,0
i made this,2,0,3,0,0,1,1,0,0
4 people made this,2,2,4,1,1,1,1,0,0
tell us what you think of this recipe,0,2,8,0,0,1,2,0,0
rate now,2,0,2,0,0,1,0,0,0
save recipe,2,2,2,0,0,1,1,0,0
426 people saved this,2,2,4,1,3,1,1,0,0
recipe notes,2,2,2,0,0,2,0,0,0
