Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
mydelicious recipescom https //wwwmydelicious,1,0,4,0,0,2,0,0,0
recipescom/cdn/content/images/logo/mdr logo mpng,2,1,3,0,0,3,0,0,0
share your recipes,0,2,3,0,0,2,0,0,0
user image https //wwwmydelicious,1,0,4,0,0,2,0,0,0
recipescom/home/getencryptcdnimage imgurl ec9uiugjpfzmx yw quxtpnyendushlk/943dn2ewqisgeqtbdmfckfu8nrfiyfja/e3dia/2qd7ogjuub0ii0pd3wil6/kf19qqe4k2jrurlttbnl0zndaa9xtnlcw/sc24usd5ywwbreyymecj7u65bywp7wnvnko1hnxmembv/ubsbsywnzsjks75lvmb height 40 width 40,1,1,9,1,33,6,1,0,0
login sign up,2,1,3,0,0,2,0,0,0
user name,1,2,2,0,0,2,0,0,0
password,1,1,1,0,0,1,0,0,0
sign in,1,1,2,0,0,1,0,0,0
sign in,2,1,2,0,0,1,0,0,0
forgot password,0,2,2,0,0,2,0,0,0
just a moment,2,0,3,0,0,1,0,0,0
name,1,2,1,0,0,1,0,0,0
email,1,1,1,0,0,1,0,0,0
mobile,1,1,1,0,0,1,0,0,0
password,1,1,1,0,0,1,0,0,0
register,0,1,1,0,0,1,0,0,0
just a moment,2,0,3,0,0,1,0,0,0
by registring on our site you agree to receive emails,0,2,10,0,0,2,3,0,0
mydelicious recipescom https //wwwmydelicious,1,0,4,0,0,2,0,0,0
recipescom/cdn/content/images/logo/mdr logopng,2,1,2,0,0,2,0,0,0
search,2,2,1,0,0,1,0,0,0
how to make paneer manchurian dry recipe,2,2,7,0,0,2,1,0,0
paneer manchurian dry recipe,2,2,4,0,0,2,0,0,0
paneer manchurian is a spicy manchurian made from paneer cottage cheese is,1,2,12,0,0,7,3,0,0
the most delicious and best indo chinese dish it is one of the most delicious,1,1,15,0,0,1,2,0,0
paneer dishes served as a starters or evening snack paneer manchurian is,1,1,12,0,0,5,3,0,0
liked by all and is very much popular at parties paneer manchurian is an easy,1,1,15,0,0,2,4,0,0
indo chinese paneer dish which is the most liked party food you can easily,1,1,14,0,0,5,1,0,0
make delicious paneer manchurian at home by following this detailed recipe,2,1,11,0,0,4,1,0,0
preparation time,1,2,2,0,0,2,0,0,0
15 minutes,1,1,2,1,2,1,0,0,0
cooking time,1,1,2,0,0,2,0,0,0
35 minutes,1,1,2,1,2,1,0,0,0
meal type,1,1,2,0,0,2,0,0,0
appetizers and snack,2,1,3,0,0,2,0,0,0
vegetarian,0,2,1,0,0,0,0,0,0
mydelicious recipes paneer manchurian https //wwwmydelicious,1,0,6,0,0,2,1,0,0
recipescom/home/images/186 100 120/mydelicious recipes paneer manchurian,2,1,6,1,9,4,0,0,0
1 review 1 like,1,2,4,1,2,1,0,0,0
dry paneer manchurian ingredients,2,1,4,0,0,2,0,0,0
ingredients of dry paneer manchurian,2,2,5,0,0,3,0,0,0
mydelicious recipes paneer manchurian,2,2,4,0,0,3,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
paneer cottage cheese 250 grams refined flour maida 2 tablespoon,1,2,10,1,4,5,1,1,1
cornflour 4 tablespoon garlic paste 1/2 teaspoon ginger paste 1/2,1,1,10,1,5,6,0,1,1
teaspoon salt 1/4 teaspoon or as per taste chaat masala 1/2 teaspoon ghee,1,1,13,1,4,7,1,1,1
or cooking oil for deep fry water 1/4 cup,2,1,9,1,2,4,1,1,1
for spice gravy,2,2,3,0,0,2,0,0,0
small diced capsicum 1/4 cup small diced onion 1 medium grated ginger,1,2,12,1,3,4,3,1,1
1/2 teaspoon grated garlic 1/2 teaspoon green chilli finely chopped 2,1,1,11,1,5,3,2,1,1
spring onion finely chopped 2 tablespoon ghee or cooking oil 2 tablespoon,1,1,12,1,2,7,1,1,1
soy sauce 1 tablespoon green chilli sauce 1/2 tablespoon tomato ketchup 2,1,1,12,1,4,5,3,1,1
tablespoon black salt 1/2 teaspoon chaat masala to sprinkle,2,1,9,1,2,5,1,1,1
direction to make,2,2,3,0,0,1,1,0,0
cut the cottage cheese paneer into small size cube or to your liking,1,2,13,0,0,5,1,1,0
add refined flour maida corn flour ginger paste garlic paste salt and chaat masala to a bowl and mix well gradually add water and make a thick batter make sure there are no lumps in the batter,1,1,37,0,0,17,4,0,0
make sure the batter should not be too thick and not too thin add paneer to this batter and let it rest for about 20 minutes to marinate,1,1,28,1,2,4,6,0,0
heat the ghee in a wok on medium heat when the ghee is sufficiently hot add marinated paneer cubes in a solution of 3 4 paneer cubes and fry over medium heat them until they turn golden brown,1,1,38,1,2,16,3,1,0
