Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
skip to content,2,0,3,0,0,1,1,0,0
menuclose,2,2,1,0,0,1,0,0,0
dassana s veg recipes,2,2,4,0,0,4,0,0,0
searchclose,2,2,1,0,0,1,0,0,0
home,1,2,1,0,0,1,0,0,0
recipe index,1,1,2,0,0,2,0,0,0
about,1,1,1,0,0,0,0,0,0
follow us,2,1,2,0,0,0,1,0,0
facebook youtube pinterest twitter instagram,2,2,5,0,0,4,1,0,0
search for,2,2,2,0,0,1,0,0,0
home,1,2,1,0,0,1,0,0,0
recipes,1,1,1,0,0,1,0,0,0
about,2,1,1,0,0,0,0,0,0
home recipes snacks recipes,2,2,4,0,0,4,0,0,0
paneer manchurian 2 ways dry and gravy,2,2,7,1,1,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 2048 2048 3e 3c/svg 3e,0,2,15,1,25,3,2,0,0
https //securegravatarcom/avatar/1f1e0a18cf458d170463061bfd17da5c s 48 d mm r g by,1,0,9,1,22,6,1,0,0
dassana amit,1,1,2,0,0,2,0,0,0
last updated june 16 2021,2,1,5,1,6,1,1,0,0
vegetarian,1,2,1,0,0,0,0,0,0
478 from 18 votes 42 comments,2,1,6,1,7,2,0,0,0
facebookpintweetwhatsappemailshares41k,2,2,1,1,2,1,0,0,0
jump to recipe,0,2,3,0,0,1,1,0,0
dry paneer manchurian recipe paneer manchurian,1,0,6,0,0,4,0,0,0
recipe https //wwwvegrecipesofindiacom/wp content/uploads/2014/12/paneer,1,1,4,1,6,4,0,0,0
manchurian recipe 280x280jpg,0,1,3,1,6,1,0,0,0
paneer manchurian https //wwwvegrecipesofindiacom/wp,1,0,4,0,0,3,0,0,0
content/uploads/2014/12/dry paneer manchurian 280x280jpg,2,1,4,1,12,1,1,0,0
paneer manchurian is a popular and tasty indo chinese dish of pan fried,1,2,13,0,0,5,2,0,0
spicy sour and sweet cottage cheese cubes there are two ways to make this,1,1,14,0,0,5,2,0,0
recipe,0,1,1,0,0,1,0,0,0
dry paneer manchurian recipe paneer manchurian,1,0,6,0,0,4,0,0,0
recipe data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20600 20867 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
dry,1,0,1,0,0,1,0,0,0
paneer manchurian recipe paneer manchurian,1,1,5,0,0,4,0,0,0
recipe https //wwwvegrecipesofindiacom/wp content/uploads/2014/12/paneer,1,1,4,1,6,4,0,0,0
manchurian recipejpg,2,1,2,0,0,1,0,0,0
1 paneer manchurian dry restaurant style a dry snack version,1,2,10,1,1,5,0,0,0
2 paneer manchurian gravy a gravy saucy version,2,1,8,1,1,4,0,0,0
you get the best of both these versions in this recipe post and they are easy,1,2,16,0,0,3,2,0,0
to prepare it is up to you to make the dish as a dry snack version or a gravy,1,1,19,0,0,4,3,0,0
version for a chinese main course,2,1,6,0,0,2,0,0,0
what is paneer manchurian,2,2,4,0,0,1,1,0,0
paneer manchurian recipe is a snack of fried paneer cubes firm cottage,1,2,12,0,0,6,1,0,0
cheese cubes tossed in a manchurian sauce,2,1,7,0,0,2,1,0,0
the manchurian sauce is made with a mix of soy sauce tomato ketchup chilli,1,2,14,0,0,7,2,0,0
sauce added to saut ed onions capsicum bell pepper green chillies ginger,1,1,12,0,0,4,3,0,0
and garlic the chilli sauce can be skipped,2,1,8,0,0,2,3,0,0
it is the addition of tomato ketchup that makes the manchurian sauce different,1,2,13,0,0,4,2,0,0
from the chilli sauce which is made for chilli paneer or chilli mushroom,1,1,13,0,0,5,2,0,0
moreover less green chillies are added in paneer manchurian recipe than in,1,1,12,0,0,4,2,0,0
chilli paneer,2,1,2,0,0,2,0,0,0
making paneer manchurian is easy and just about takes 30 minutes since,1,2,12,1,2,3,3,0,0
you don t need to chop many veggies unlike some other indo chinese recipes,1,1,14,0,0,3,2,0,0
for a vegan version this recipe can also be made with tofu instead of paneer,2,1,15,0,0,3,2,0,0
in this healthy recipe i have pan fried the paneer cubes instead of,1,2,13,0,0,4,3,0,0
shallow frying or deep frying for a crispy version you will need to shallow,1,1,14,0,0,3,2,0,0
or deep fry the paneer cubes however as a healthier option it is best to pan,1,1,16,0,0,3,3,0,0
fry the paneer cubes for making this dish,2,1,8,0,0,3,2,0,0
serve it as a starter or an appetizer snack you don t need any other dip or,1,2,17,0,0,3,3,0,0
accompaniment to go along with this dish,2,1,7,0,0,2,1,0,0
a few more awesome manchurian recipes,2,2,6,0,0,1,0,0,0
gobi manchurian,1,2,2,0,0,2,0,0,0
mushroom manchurian,1,1,2,0,0,2,0,0,0
baby corn manchurian,1,1,3,0,0,3,0,0,0
veg manchurian,2,1,2,0,0,2,0,0,0
how to make dry paneer manchurian,2,2,6,0,0,2,1,0,0
preparation,2,2,1,0,0,1,0,0,0
1 first chop the onions and bell pepper into 1 inch squares finely chop the,1,2,15,1,2,3,2,1,0
ginger garlic green chilies and celery keep aside skip celery if you,1,1,12,0,0,5,1,0,0
don t get it you can also use spring onion/scallions instead of onions red,1,1,14,0,0,5,2,0,0
or green or yellow bell pepper capsicum can be added,0,1,10,0,0,2,2,0,0
dry paneer manchurian,1,0,3,0,0,2,0,0,0
ingredients data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20600 20400 3e 3c/svg 3e,0,1,16,1,27,4,2,0,0
dry,1,0,1,0,0,1,0,0,0
paneer manchurian ingredients https //wwwvegrecipesofindiacom/wp,1,1,5,0,0,3,1,0,0
content/uploads/2014/12/paneer manchurian dry recipe1jpg,2,1,4,1,7,2,0,0,0
2 then dice cottage cheese in cubes pat dry them with a clean kitchen,1,2,14,1,1,4,1,0,0
towel then add them to a mixing bowl,0,1,8,0,0,3,1,0,0
paneer,1,0,1,0,0,1,0,0,0
cubes data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20600 20400 3e 3c/svg 3e,0,1,16,1,27,4,2,0,0
paneer,1,0,1,0,0,1,0,0,0
cubes https //wwwvegrecipesofindiacom/wp content/uploads/2014/12/paneer,1,1,4,1,6,2,1,0,0
manchurian dry recipe2jpg,2,1,3,1,1,1,0,0,0
3 add teaspoon red chili powder or teaspoon cayenne pepper teaspoon,1,2,11,1,1,6,1,1,0
black pepper powder teaspoon salt and 2 tablespoons corn starch,0,1,10,1,1,7,0,1,0
add spices to,1,0,3,0,0,1,1,0,0
paneer data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20600 20400 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
add,1,0,1,0,0,0,1,0,0
spices to paneer https //wwwvegrecipesofindiacom/wp,1,1,5,0,0,3,1,0,0
content/uploads/2014/12/paneer manchurian dry recipe3jpg,2,1,4,1,7,2,0,0,0
