Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
header right,2,0,2,0,0,2,0,0,0
recipes in hindi,2,2,3,0,0,2,0,0,0
recipes in gujarati,2,2,3,0,0,2,0,0,0
cocktails,2,2,1,0,0,1,0,0,0
top 10,1,2,2,1,2,0,0,0,0
snacks,1,1,1,0,0,1,0,0,0
breakfasts,1,1,1,0,0,1,0,0,0
side dishes,1,1,2,0,0,2,0,0,0
curries,1,1,1,0,0,1,0,0,0
sweets desserts,1,1,2,0,0,2,0,0,0
gallery,1,1,1,0,0,1,0,0,0
vegetarian step by step,1,1,4,0,0,2,0,0,0
juice smoothie milkshake,1,1,3,0,0,2,1,0,0
popular,1,1,1,0,0,0,0,0,0
manchurian,1,1,1,0,0,1,0,0,0
paneer dishes,1,1,2,0,0,2,0,0,0
chaat and tikki,1,1,3,0,0,2,0,0,0
dhokla,1,1,1,0,0,1,0,0,0
bhindi curries,1,1,2,0,0,2,0,0,0
step by step,1,1,3,0,0,2,0,0,0
step by step recipes,1,1,4,0,0,3,0,0,0
courses,1,1,1,0,0,1,0,0,0
breakfast,1,1,1,0,0,1,0,0,0
starters,1,1,1,0,0,1,0,0,0
lunch,1,1,1,0,0,1,0,0,0
dinner,1,1,1,0,0,1,0,0,0
desserts,1,1,1,0,0,1,0,0,0
indian,1,1,1,0,0,0,0,0,0
roti paratha,1,1,2,0,0,2,0,0,0
curries,1,1,1,0,0,1,0,0,0
rice and pulao,1,1,3,0,0,2,0,0,0
daal kadhi,1,1,2,0,0,2,0,0,0
snacks,1,1,1,0,0,1,0,0,0
regional,1,1,1,0,0,0,0,0,0
gujarati,1,1,1,0,0,1,0,0,0
punjabi,1,1,1,0,0,1,0,0,0
south indian,1,1,2,0,0,1,0,0,0
north indian,1,1,2,0,0,0,0,0,0
maharashtrian,1,1,1,0,0,1,0,0,0
festival,1,1,1,0,0,1,0,0,0
diwali,1,1,1,0,0,1,0,0,0
navratri,1,1,1,0,0,1,0,0,0
christmas,0,1,1,0,0,1,0,0,0
gobi manchurian dry https //cdn3foodvivacom/static content/food,1,0,6,1,1,2,0,0,0
images/chinese recipes/gobi manchurian recipe/gobi manchurian recipe 250jpg,0,1,7,1,3,3,0,0,0
mushroom manchurian https //cdn1foodvivacom/static content/food,1,0,5,1,1,3,0,0,0
images/chinese recipes/mushroom manchurian recipe/mushroom manchurian,1,1,5,0,0,3,0,0,0
recipe 250jpg,0,1,2,1,3,1,0,0,0
gobi manchurian gravy https //cdn3foodvivacom/static content/food,1,0,6,1,1,4,0,0,0
images/chinese recipes/gobi manchurian gravy recipe/gobi manchurian gravy,1,1,7,0,0,4,0,0,0
recipe 250jpg,0,1,2,1,3,1,0,0,0
baby corn manchurian https //cdn1foodvivacom/static content/food,1,0,6,1,1,4,0,0,0
images/chinese recipes/baby corn manchurian/baby corn manchurian 250jpg,0,1,7,1,3,4,0,0,0
veg manchurian dry https //cdn3foodvivacom/wp content/themes/foodie,1,0,6,1,1,3,0,0,0
pro/images/blankgif,0,1,1,0,0,1,0,0,0
chilli paneer https //cdn3foodvivacom/wp content/themes/foodie,1,0,5,1,1,4,1,0,0
pro/images/blankgif,0,1,1,0,0,1,0,0,0
paneer 65 https //cdn3foodvivacom/wp content/themes/foodie,1,0,5,1,3,4,0,0,0
pro/images/blankgif,2,1,1,0,0,1,0,0,0
home chinese paneer manchurian,2,2,4,0,0,2,1,0,0
paneer manchurian recipe with step by step photos,2,2,8,0,0,5,0,0,0
30 votes and 35 comments,2,2,5,1,4,2,0,0,0
chinese manchurian recipes paneer curries snacks and starters snacks,1,2,9,0,0,6,0,0,0
starters top 10 snacks,2,1,4,1,2,2,1,0,0
dry and spicy paneer manchurian is one of the best indo chinese recipes,1,2,13,0,0,4,1,0,0
this recipe is similar to gobi manchurian but uses soft paneer cubes instead,1,1,13,0,0,3,3,0,0
