Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
recipes,1,0,1,0,0,1,0,0,0
popular,1,1,1,0,0,0,0,0,0
easter,2,1,1,0,0,1,0,0,0
search,1,2,1,0,0,1,0,0,0
saves,1,1,1,0,0,1,0,0,0
sign in,2,1,2,0,0,1,0,0,0
profile,2,2,1,0,0,1,0,0,0
add a recipe,2,2,3,0,0,1,1,0,0
user settings,2,2,2,0,0,1,0,0,0
log out,2,2,2,0,0,1,0,0,0
recipes / dessert,2,2,3,0,0,2,1,0,0
orange mousse cake,0,2,3,0,0,2,1,0,0
https //imgsndimgcom 443/food/image/upload/q 80 c thumb w 60 h 60/v1/food avatar/53959/bpnbijhqvas4asiys421 vicki6jpg,2,0,12,1,20,5,2,0,0
2,2,2,1,1,1,0,0,0,0
recipe by looneytunesfan,2,2,3,0,0,2,0,0,0
one of betty crockers most requested recipes,2,2,7,0,0,2,0,0,0
ready in 50mins,2,2,3,1,2,0,0,0,0
serves 12 16,2,2,3,1,4,1,0,0,0
units us,2,2,2,0,0,1,0,0,0
print recipe,2,2,2,0,0,2,0,0,0
2,2,2,1,1,1,0,0,0,0
people talking,2,2,2,0,0,1,1,0,0
reviews tweaks more reviews tweaks more,2,2,6,0,0,3,1,0,0
ingredients,2,2,1,0,0,1,0,0,0
nutrition,2,2,1,0,0,1,0,0,0
1 1 4,2,2,3,1,3,0,0,0,1
cups all purpose flour,2,2,4,0,0,2,1,1,1
1,2,2,1,1,1,0,0,0,1
teaspoon baking soda,2,2,3,0,0,3,0,1,1
1 2,2,2,2,1,2,0,0,0,1
teaspoon salt,2,2,2,0,0,2,0,1,1
3 4,2,2,2,1,2,0,0,0,1
cup sugar,2,2,2,0,0,2,0,1,1
3 4,2,2,2,1,2,0,0,0,1
cup butter or 3/4 cup margarine softened,2,2,7,1,2,4,1,1,1
2,2,2,1,1,1,0,0,0,1
eggs,2,2,1,0,0,1,0,0,1
1,2,2,1,1,1,0,0,0,1
tablespoon orange zest,2,2,3,0,0,3,0,1,1
1,2,2,1,1,1,0,0,0,1
teaspoon vanilla,2,2,2,0,0,2,0,1,1
3 4,2,2,2,1,2,0,0,0,1
cup buttermilk,2,2,2,0,0,2,0,1,1
orange mousse,2,2,2,0,0,2,0,0,0
2,2,2,1,1,1,0,0,0,1
1/4 ounce envelopes unflavored gelatin,2,2,5,1,2,3,1,0,1
2 1 2,2,2,3,1,3,0,0,0,1
cups orange juice,2,2,3,0,0,3,0,1,1
1 2,2,2,2,1,2,0,0,0,1
cup sugar,2,2,2,0,0,2,0,1,1
