Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
please connect to internet to continue,2,0,6,0,0,1,3,0,0
logo https //recipebookio/public/images/logo invertsvg,0,2,4,0,0,4,0,0,0
close button https //recipebookio/public/images/mob btn closepng,2,0,6,0,0,5,0,0,0
contest,1,2,1,0,0,1,0,0,0
recipeblog,1,1,1,0,0,1,0,0,0
recipes,1,1,1,0,0,1,0,0,0
login,0,1,1,0,0,1,0,0,0
recipebook logo https //recipebookio/public/images/logosvg,2,0,4,0,0,4,0,0,0
categories,2,2,1,0,0,1,0,0,0
meal type,1,2,2,0,0,2,0,0,0
ingredient,1,1,1,0,0,1,0,0,0
cuisine,1,1,1,0,0,1,0,0,0
seasonal,1,1,1,0,0,0,0,0,0
dish,1,1,1,0,0,1,0,0,0
drinks,2,1,1,0,0,1,0,0,0
breakfast recipes lunch recipes snacks recipes dinner recipes dessert,1,2,9,0,0,6,2,0,0
recipes,2,1,1,0,0,1,0,0,0
chicken fish pasta beef prawn paneer egg,2,2,7,0,0,6,0,0,0
fruit pork cabbage seafood potato bread vegetarian,2,2,7,0,0,5,1,0,0
chinese recipes french recipes indian recipes italian recipes mexican,1,2,9,0,0,4,0,0,0
recipes maharashtrian recipes,2,1,3,0,0,2,0,0,0
diwali recipes christmas recipes onam recipes easter recipes halloween,1,2,9,0,0,4,2,0,0
recipes ifthar recipes eid recipes,2,1,5,0,0,3,2,0,0
valentines day party recipes summer recipes winter recipes,2,2,8,0,0,8,0,0,0
biriyani recipes cake recipes brownies sandwich recipes ice cream recipes,1,2,10,0,0,7,2,0,0
cookies recipes pancakes recipes,2,1,4,0,0,3,1,0,0
pickle recipes pie recipes pizza recipes momos recipes burger recipes bhaji,1,2,11,0,0,6,5,0,0
salad recipes,2,1,2,0,0,2,0,0,0
teas coffee juice cocktail recipes smoothies,2,2,6,0,0,6,0,0,0
soup recipes shakes shots mocktails,2,2,5,0,0,4,1,0,0
contest,1,2,1,0,0,1,0,0,0
recipeblog,1,1,1,0,0,1,0,0,0
login,0,1,1,0,0,1,0,0,0
menu button https //recipebookio/public/images/magnifying glasspng,0,0,5,0,0,4,1,0,0
menu button https //recipebookio/public/images/mob btnpng,2,0,5,0,0,5,0,0,0
login to your account to manage all the services and explore our tools,2,2,13,0,0,4,2,0,0
login with,2,2,2,0,0,1,0,0,0
facebook,2,2,1,0,0,1,0,0,0
google,2,2,1,0,0,1,0,0,0
healthy food,2,2,2,0,0,1,0,0,0
bring out the smart chef in you and bring compliments your way,2,2,12,0,0,4,2,0,0
banana walnut tea cake,0,2,4,0,0,4,0,0,0
share https //recipebookio/public/images/asset 4xxxhdpisvg,0,0,4,1,1,1,1,0,0
share https //recipebookio/public/images/asset 3xxxhdpisvg,0,0,4,1,1,1,1,0,0
share https //recipebookio/public/images/asset 2xxxhdpisvg,0,0,4,1,1,1,1,0,0
share https //recipebookio/public/images/asset 1xxxhdpisvg,0,0,4,1,1,1,1,0,0
banana walnut tea,1,0,3,0,0,3,0,0,0
cake https //imgfoodboxspacein/image/rbk 5e4ebe090e887/xhdpijpg,2,1,4,1,8,2,1,0,0
01-Jan,0,2,3,1,2,0,0,0,0
https //imgfoodboxspacein/image/rbk 5e4ebe090e887/xhdpijpg,2,0,3,1,8,1,1,0,0
cooking time,2,2,2,0,0,2,0,0,0
preparation time 10,2,2,3,1,2,2,0,0,0
cook time 20,2,2,3,1,2,2,0,0,0
total time 30,2,2,3,1,2,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
serves 4,2,2,2,1,1,1,0,0,0
1/2 cup butter,2,2,3,1,2,2,0,1,1
1 teaspoon vanilla,2,2,3,1,1,2,0,1,1
1 1/2 cups light brown sugar,2,2,6,1,3,2,0,1,1
3 eggs,2,2,2,1,1,1,0,0,1
