Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
get my recipes tips tutorials sent straight to your inbox,2,0,10,0,0,3,3,0,0
skip to primary navigation,1,2,4,0,0,2,0,0,0
skip to main content,1,1,4,0,0,2,0,0,0
skip to primary sidebar,2,1,4,0,0,2,0,0,0
veena azmanov,2,2,2,0,0,2,0,0,0
cook bake decorate with confidence,2,2,5,0,0,3,1,0,0
cook,1,2,1,0,0,1,0,0,0
bake,1,1,1,0,0,1,0,0,0
decorate,1,1,1,0,0,1,0,0,0
recipe index,1,1,2,0,0,2,0,0,0
holiday and events,1,1,3,0,0,2,0,0,0
video,1,1,1,0,0,1,0,0,0
about,1,1,1,0,0,0,0,0,0
work with me,1,1,3,0,0,1,0,0,0
features and publications,1,1,3,0,0,2,0,0,0
shop,1,1,1,0,0,1,0,0,0
story explorer,1,1,2,0,0,2,0,0,0
masterclass,1,1,1,0,0,1,0,0,0
subscribe,1,1,1,0,0,1,0,0,0
free ebook,1,1,2,0,0,1,0,0,0
privacy policy,1,1,2,0,0,2,0,0,0
copyright and disclosure,1,1,3,0,0,2,0,0,0
accessibility,1,1,1,0,0,1,0,0,0
gallery,1,1,1,0,0,1,0,0,0
wedding cakes,1,1,2,0,0,2,0,0,0
novelty / sculpted cakes,1,1,4,0,0,3,1,0,0
search,2,1,1,0,0,1,0,0,0
menu icon,0,2,2,0,0,2,0,0,0
go to homepage https //veenaazmanovcom/wp content/uploads/2020/10/veena,1,0,6,1,6,2,2,0,0
azmanov logo mobile 1jpg,2,1,4,1,1,2,0,0,0
subscribe,2,2,1,0,0,1,0,0,0
search icon,0,2,2,0,0,2,0,0,0
homepage link https //veenaazmanovcom/wp content/uploads/2020/10/veena,1,0,5,1,6,5,0,0,0
azmanov logo mobile 1jpg,2,1,4,1,1,2,0,0,0
search,2,2,1,0,0,1,0,0,0
recipes index,1,2,2,0,0,2,0,0,0
cook,1,1,1,0,0,1,0,0,0
bake,1,1,1,0,0,1,0,0,0
decorate,1,1,1,0,0,1,0,0,0
collections,1,1,1,0,0,1,0,0,0
masterclass,1,1,1,0,0,1,0,0,0
about,1,1,1,0,0,0,0,0,0
shop,1,1,1,0,0,1,0,0,0
privacy policy,1,1,2,0,0,2,0,0,0
free ebook,1,1,2,0,0,1,0,0,0
