Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
the cooking foodie /images/desktop logojpg,2,0,5,0,0,3,0,0,0
home,1,2,1,0,0,1,0,0,0
recipes,1,1,1,0,0,1,0,0,0
contact,1,1,1,0,0,1,0,0,0
shop,0,1,1,0,0,1,0,0,0
3 ingredient chocolate cake recipe /images/site/products/youtube lazyjpg,2,0,7,1,1,5,0,0,0
3 ingredient chocolate cake recipe,2,2,5,1,1,3,0,0,0
2020 05 22,2,2,3,1,8,0,0,0,0
35 stars 253 voters,2,2,4,1,5,2,0,0,0
21 comments,2,2,2,1,2,1,0,0,0
this 3 ingredient chocolate cake also known as lockdown cake has been viral,1,2,13,1,1,4,3,0,0
all over the internet in the last few months i decided to give it a try and i,1,1,18,0,0,4,2,0,0
was surprised how easy this cake and how good it is all you need is some,1,1,16,0,0,1,4,0,0
cookies/biscuits baking powder and milk the result is soft fluffy and,1,1,11,0,0,5,2,0,0
delicious cake if you are making this cake with oreo cookies the cake will,1,1,14,0,0,4,2,0,0
taste like oreo,2,1,3,0,0,2,0,0,0
difficulty,2,2,1,0,0,1,0,0,0
easy,2,2,1,0,0,0,0,0,0
yields,2,2,1,0,0,1,0,0,0
8,2,2,1,1,1,0,0,0,0
prep time,2,2,2,0,0,2,0,0,0
45 minutes,2,2,2,1,2,1,0,0,0
work time,2,2,2,0,0,2,0,0,0
15 minutes,2,2,2,1,2,1,0,0,0
recipe cuisine,2,2,2,0,0,2,0,0,0
world,2,2,1,0,0,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
for the cake,2,2,3,0,0,1,0,0,0
350g 1235oz oreo cookies oy any other cookies/biscuits or combination of cookies,1,2,12,1,7,4,1,0,1
2 teaspoons baking powder,1,1,4,1,1,2,1,1,1
1 cups 360ml milk,2,1,4,1,4,2,0,1,1
for dark chocolate ganache optional,2,2,5,0,0,2,0,0,1
100g 35oz dark chocolate,1,2,4,1,5,2,0,0,1
1/2 cup 120ml heavy cream,2,1,5,1,5,2,0,1,1
for milk chocolate ganache optional,2,2,5,0,0,3,0,0,1
150g 53oz milk chocolate,1,2,4,1,5,2,0,0,1
1/2 cup 120ml heavy cream,2,1,5,1,5,2,0,1,1
directions,2,2,1,0,0,1,0,0,0
1 preheat oven to 340f 170c grease 7 inch 18cm round cake pan with butter line the bottom with parchment paper grease the parchment as well set aside,1,2,28,1,10,12,2,1,0
2 in a food processor or a ziploc bag crush the cookies into fine crumbs,1,1,15,1,1,6,1,0,0
3 transfer to a large bowl add baking powder milk and mix until combined,1,1,14,1,1,4,2,0,0
4 pour into prepared pan and bake for 25 30 minutes or until a toothpick inserted in the center comes out clean,1,1,22,1,5,6,2,0,0
5 release from the pan let cool and frost the cake decorate if desired,2,1,14,1,1,6,2,0,0
notes,2,2,1,0,0,1,0,0,0
you can use oreo cookies chocolate cookies vanilla cookies or any other regular cookies,1,2,14,0,0,5,2,0,0
chocolate ganache is optional you can skip it or use your favourite frosting,1,1,13,0,0,4,3,0,0
it is important to crush the cookies into fine crumbs is you crushing by hand make sure they are not big lumps,2,1,22,0,0,5,6,0,0
more easy dessert recipes,2,2,4,0,0,2,0,0,0
apple oatmeal cake,1,2,3,0,0,3,0,0,0
2 ingredient chocolate cake,1,1,4,1,1,2,0,0,0
vegan chocolate cake,1,1,3,0,0,2,0,0,0
nutella brownies,2,1,2,0,0,2,0,0,0
making this recipe,0,2,3,0,0,1,1,0,0
share it with us on instagram and tag thecookingfoodie so we can see your,1,0,14,0,0,4,1,0,0
cooking adventures,0,1,2,0,0,2,0,0,0
chocolate,1,0,1,0,0,1,0,0,0
3 ingredient,1,1,2,1,1,1,0,0,0
oreo,1,1,1,0,0,1,0,0,0
cake recipes,1,1,2,0,0,2,0,0,0
desserts,1,1,1,0,0,1,0,0,0
christmas dessert recipes,1,1,3,0,0,3,0,0,0
easy recipes,2,1,2,0,0,1,0,0,0
comments 21,2,2,2,1,2,1,0,0,0
e,2,2,1,0,0,1,0,0,0
emilija miknius,2,2,2,0,0,2,0,0,0
06-11-2020,2,2,1,1,7,0,0,0,0
that cake is amazing,2,2,4,0,0,1,2,0,0
reply,0,2,1,0,0,1,0,0,0
the cooking foodie logo /images/logo blackjpg,2,0,6,0,0,5,0,0,0
the cooking foodie,2,2,3,0,0,2,0,0,0
06-12-2020,2,2,1,1,7,0,0,0,0
thank you,0,2,2,0,0,1,0,0,0
glad you liked it,2,0,4,0,0,1,1,0,0
reply,2,2,1,0,0,1,0,0,0
a,2,2,1,0,0,0,0,0,0
amy,2,2,1,0,0,1,0,0,0
7/28/2020,2,2,1,1,7,0,0,0,0
this cake is disgusting do not make it,2,2,8,0,0,1,4,0,0
reply,2,2,1,0,0,1,0,0,0
z,2,2,1,0,0,1,0,0,0
zermeen ahmad,2,2,2,0,0,2,0,0,0
10-12-2020,2,2,1,1,8,0,0,0,0
why,0,2,1,0,0,0,0,0,0
what happened,2,0,2,0,0,0,1,0,0
reply,2,2,1,0,0,1,0,0,0
z,2,2,1,0,0,1,0,0,0
zermeen ahmad,2,2,2,0,0,2,0,0,0
10-12-2020,2,2,1,1,8,0,0,0,0
why,0,2,1,0,0,0,0,0,0
what happened,2,0,2,0,0,0,1,0,0
reply,2,2,1,0,0,1,0,0,0
t,2,2,1,0,0,1,0,0,0
tinaaaa,2,2,1,0,0,1,0,0,0
4/28/2021,2,2,1,1,7,0,0,0,0
it s literally just oreos how can it be disgusting,0,2,10,0,0,0,4,0,0
reply,2,0,1,0,0,1,0,0,0
b,2,2,1,0,0,1,0,0,0
breyton,2,2,1,0,0,1,0,0,0
06-09-2021,2,2,1,1,6,0,0,0,0
it s so good i love it,2,2,7,0,0,1,2,0,0
reply,2,2,1,0,0,1,0,0,0
g,2,2,1,0,0,1,0,0,0
gurl it s oreo if u don t iike oreo then why did y,2,2,14,0,0,6,2,0,0
12/23/2021,2,2,1,1,8,0,0,0,0
gurl it s oreo if u don t iike oreo then why did you make it it makes no,1,2,19,0,0,5,4,0,0
sense,2,1,1,0,0,1,0,0,0
reply,2,2,1,0,0,1,0,0,0
a,2,2,1,0,0,0,0,0,0
arianna larson,2,2,2,0,0,2,0,0,0
08-05-2020,2,2,1,1,6,0,0,0,0
i tried this recipe and it worked great,0,2,8,0,0,1,2,0,0
i had to leave the cake in the oven,1,0,9,0,0,3,2,0,0
an extra ten minutes but it turned out well and tasted great,0,1,12,0,0,2,2,0,0
super moist and,1,0,3,0,0,1,0,0,0
yummy 10/10,2,1,2,1,4,0,0,0,0
reply,2,2,1,0,0,1,0,0,0
a,2,2,1,0,0,0,0,0,0
aimee song,2,2,2,0,0,2,0,0,0
08-12-2020,2,2,1,1,7,0,0,0,0
