Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
delicious logo /img/delicious logosvg,2,0,4,0,0,2,0,0,0
log in / sign up,2,2,5,0,0,3,0,0,0
welcome,2,2,1,0,0,1,0,0,0
subscribe,0,2,1,0,0,1,0,0,0
delicious logo /img/delicious logosvg,2,0,4,0,0,2,0,0,0
recipes,1,2,1,0,0,1,0,0,0
eat out,1,1,2,0,0,1,0,0,0
travel,1,1,1,0,0,1,0,0,0
drinks,1,1,1,0,0,1,0,0,0
entertaining,1,1,1,0,0,0,1,0,0
food news,1,1,2,0,0,2,0,0,0
month out,2,1,2,0,0,1,0,0,0
search,0,2,1,0,0,1,0,0,0
delicious /img/delicious logosvg,2,0,3,0,0,1,0,0,0
ferrero rocher chocolate mousse cake,2,2,5,0,0,4,1,0,0
serves,2,2,1,0,0,1,0,0,0
10,2,2,1,1,2,0,0,0,0
prep time,2,2,2,0,0,2,0,0,0
40mins,2,2,1,1,2,1,0,0,0
cook time,2,2,2,0,0,2,0,0,0
10mins,2,2,1,1,2,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
13,2,2,1,1,2,0,0,0,0
difficulty,2,2,1,0,0,1,0,0,0
easy,2,2,1,0,0,0,0,0,0
0,2,2,1,1,1,0,0,0,0
every chocoholics dream cake it really doesn t get much better,0,2,11,0,0,4,2,0,0
ferrero rocher chocolate mousse,1,0,4,0,0,4,0,0,0
cake https //imgdeliciouscomau/xk rjh55/w759 h506 cfill/del/2017/04/ferrero,1,1,6,1,14,6,0,0,0
rocher chocolate mousse cake 44865 2jpg,2,1,6,1,6,3,1,0,0
ferrero rocher chocolate mousse cake,0,2,5,0,0,4,1,0,0
delicious,1,0,1,0,0,0,0,0,0
team https //imgdeliciouscomau/4k usf7d/w50 h50 q80 cfill/del/2015/09/delicious 22185 2jpg,2,1,9,1,20,4,0,0,0
by delicious team,2,2,3,0,0,1,0,0,0
delicious team,2,2,2,0,0,1,0,0,0
mar 16 2017,2,2,3,1,6,1,0,0,0
save to cookbook save to cookbook,2,2,6,0,0,0,4,0,0
every chocoholics dream cake it really doesn t get much better,2,2,11,0,0,4,2,0,0
ingredients,2,2,1,0,0,1,0,0,0
450g store bought brownie,1,2,4,1,3,2,1,0,1
300ml thickened cream,1,1,3,1,3,1,1,0,1
1 cup 220g caster sugar,1,1,5,1,4,3,0,1,1
4 titanium strength gelatine leaves,1,1,5,1,1,4,0,0,1
300g dark 70 chocolate chopped,1,1,5,1,5,1,1,0,1
3 eggwhites,1,1,2,1,1,1,0,0,1
500g cream cheese softened,1,1,4,1,3,2,1,0,1
2 tbs frangelico optional,1,1,4,1,1,1,0,0,1
ferrero rocher chocolates and chopped toasted hazelnuts to decorate,2,1,9,0,0,4,3,0,1
icing,2,2,1,0,0,0,1,0,0
125g unsalted butter softened,1,2,4,1,3,1,1,0,1
160g pure icing sugar sifted,1,1,5,1,3,2,2,0,1
1/3 cup 80g dark cocoa sifted,1,1,6,1,4,3,1,1,1
80g sour cream at room temperature,2,1,6,1,2,3,0,0,1
don t forget you can add these ingredients to your woolworths shopping list,2,2,13,0,0,6,2,0,0
close,2,2,1,0,0,0,0,0,0
method,2,2,1,0,0,1,0,0,0
1,2,2,1,1,1,0,0,0,0
grease a 22cm springform cake pan and line the base and sides with baking,1,2,14,1,2,8,0,0,0
paper,2,1,1,0,0,1,0,0,0
2,2,2,1,1,1,0,0,0,0
