Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
opens in a new windowopens an external site in a new windowopens an external,1,0,14,0,0,4,0,0,0
site,2,1,1,0,0,1,0,0,0
tasty logobuzzfeed,1,2,2,0,0,1,0,0,0
logoclockplaypinterestfacebookemailinstagramlinksmstwitteryoutubewhatsappxsearchclockright,1,1,1,0,0,1,0,0,0
arrowarrow downcaret downcaret upcaret leftcaret righthamburger menupop,1,1,7,0,0,5,0,0,0
outthumbs upthumbs up buyspeechaudio onreplayplusminuswalmart grocery,1,1,6,0,0,3,1,0,0
pickupsad smiley faceno resultsswapmore,2,1,4,0,0,3,0,0,0
skip to content,2,2,3,0,0,1,1,0,0
recipes,1,2,1,0,0,1,0,0,0
tips tricks,1,1,2,0,0,2,0,0,0
shop,1,1,1,0,0,1,0,0,0
begin typing to search use arrow keys to navigate press enter to select and submit search query,2,1,17,0,0,7,6,0,0
search for recipes,2,2,3,0,0,2,0,0,0
close,2,2,1,0,0,0,0,0,0
recipes submenu,2,2,2,0,0,2,0,0,0
popular,2,2,1,0,0,0,0,0,0
easy dinners,1,2,2,0,0,1,0,0,0
work lunches,1,1,2,0,0,2,0,0,0
easy air fryer,1,1,3,0,0,2,0,0,0
5 ingredient meals,1,1,3,1,1,2,0,0,0
one pot recipes,2,1,3,0,0,2,0,0,0
right now,2,2,2,0,0,0,0,0,0
slow cooker recipes,1,2,3,0,0,2,0,0,0
latest recipes,1,1,2,0,0,1,0,0,0
family dinners,1,1,2,0,0,2,0,0,0
plant based meals,1,1,3,0,0,2,1,0,0
date night,2,1,2,0,0,2,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
chicken,1,2,1,0,0,1,0,0,0
pasta,1,1,1,0,0,1,0,0,0
chocolate,1,1,1,0,0,1,0,0,0
potato,1,1,1,0,0,1,0,0,0
ground beef,2,1,2,0,0,2,0,0,0
diet,2,2,1,0,0,1,0,0,0
healthy,1,2,1,0,0,0,0,0,0
vegetarian,1,1,1,0,0,0,0,0,0
low carb,1,1,2,0,0,1,0,0,0
keto,1,1,1,0,0,1,0,0,0
vegan,2,1,1,0,0,1,0,0,0
meals,2,2,1,0,0,1,0,0,0
breakfast,1,2,1,0,0,1,0,0,0
lunch,1,1,1,0,0,1,0,0,0
dinner,1,1,1,0,0,1,0,0,0
