Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
skip to main content,2,0,4,0,0,2,0,0,0
verybestbakingcom,2,2,1,0,0,1,0,0,0
contact us opens in a new window,2,2,7,0,0,2,1,0,0
icon / nav / contact,2,2,5,0,0,4,0,0,0
english,2,2,1,0,0,0,0,0,0
english,2,2,1,0,0,0,0,0,0
espa ol,2,2,2,0,0,2,0,0,0
sign in,0,2,2,0,0,1,0,0,0
the nestle toll house,1,0,4,0,0,2,0,0,0
logo https //wwwverybestbakingcom/sites/g/files/jgfbjl166/files/gdn brand/logo 1svg,2,1,5,1,4,3,1,0,0
products,2,2,1,0,0,1,0,0,0
icon / navigation / arrows / small / forward copy,2,2,10,0,0,7,1,1,0
icon / navigation / arrows / small / backward copy,2,2,10,0,0,7,1,1,0
products,2,2,1,0,0,1,0,0,0
see all products,2,2,3,0,0,1,1,0,0
see all products,0,2,3,0,0,1,1,0,0
a package of semi sweet chocolate morsels on a red circle data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii morsels and baking ingredients,0,0,19,1,10,10,1,0,0
a package of refrigerated chocolate chip cookie bar dough on an orange circle data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii refrigerated cookie dough,0,0,20,1,10,14,1,0,0
tubs of funfetti and chocolate chip edible cookie dough on a purple circle data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii edible cookie dough,0,0,20,1,10,12,1,0,0
a package of semi sweet allergen free morsels on a light blue circle data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii allergen free morsels,2,0,20,1,10,10,0,0,0
recipes,2,2,1,0,0,1,0,0,0
icon / navigation / arrows / small / forward copy,2,2,10,0,0,7,1,1,0
icon / navigation / arrows / small / backward copy,2,2,10,0,0,7,1,1,0
recipes,2,2,1,0,0,1,0,0,0
see all toll house recipes,2,2,5,0,0,3,1,0,0
see all toll house recipes,0,2,5,0,0,3,1,0,0
split apart chocolate chip cookie data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii chocolate chip cookies,0,0,12,1,10,9,1,0,0
vanilla frosted cake with rainbow filling data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii occasions,0,0,11,1,10,8,2,0,0
a tall stack of pancakes topped with fresh blueberries that spill off to the side against a royal blue gradient circle data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii meals,0,0,26,1,10,11,2,0,0
a purple cherry and mixed berry smoothie topped with fresh blueberries raspberries and blackberries in a stemmed glass data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii drinks,2,0,23,1,10,13,1,0,0
baking 101,1,2,2,1,3,0,1,0,0
our ingredients,1,1,2,0,0,1,0,0,0
our story,1,1,2,0,0,1,0,0,0
sustainability,1,1,1,0,0,1,0,0,0
where to buy,2,1,3,0,0,0,1,0,0
contact us,1,2,2,0,0,1,0,0,0
english,2,1,1,0,0,0,0,0,0
icon / navigation / arrows / small / forward copy,2,2,10,0,0,7,1,1,0
icon / navigation / arrows / small / backward copy,2,2,10,0,0,7,1,1,0
language,2,2,1,0,0,1,0,0,0
english,2,2,1,0,0,0,0,0,0
english,2,2,1,0,0,0,0,0,0
espa ol,2,2,2,0,0,2,0,0,0
sign in,2,2,2,0,0,1,0,0,0
where to buy,2,2,3,0,0,0,1,0,0
search,2,2,1,0,0,1,0,0,0
search bar,2,2,2,0,0,2,0,0,0
search search,2,2,2,0,0,2,0,0,0
icon / menu / close/ dark,2,2,6,0,0,6,0,0,0
search,2,2,1,0,0,1,0,0,0
suggested products,2,2,2,0,0,1,1,0,0
see all products results,0,2,4,0,0,2,1,0,0
image product,2,0,2,0,0,2,0,0,0
suggested recipes,2,2,2,0,0,1,1,0,0
see all recipes results,0,2,4,0,0,2,1,0,0
image recipe,2,0,2,0,0,2,0,0,0
suggested information,2,2,2,0,0,1,1,0,0
see all results,2,2,3,0,0,1,1,0,0
search information,2,2,2,0,0,2,0,0,0
1 home,1,2,2,1,1,1,0,0,0
2 types of recipes,1,1,4,1,1,2,0,0,0
3 dark chocolate brownies,2,1,4,1,1,2,0,0,0
brownies blondies,0,2,2,0,0,2,0,0,0
dark chocolate,1,0,2,0,0,1,0,0,0
brownies data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii,2,1,5,1,10,4,1,0,0
opens in a new window,2,2,5,0,0,2,0,0,0
brownies blondies,2,2,2,0,0,2,0,0,0
icon / save heart / empty,2,2,6,0,0,5,1,0,0
icon / app / twitter,2,2,5,0,0,5,0,0,0
dark chocolate brownies,2,2,3,0,0,2,0,0,0
dark chocolate brownies,2,2,3,0,0,2,0,0,0
level,2,2,1,0,0,1,0,0,0
easy,2,2,1,0,0,0,0,0,0
prep,2,2,1,0,0,1,0,0,0
10 min,2,2,2,1,2,1,0,0,0
cook,2,2,1,0,0,1,0,0,0
38 min,2,2,2,1,2,1,0,0,0
servings,2,2,1,0,0,1,0,0,0
16 brownies,2,2,2,1,2,1,0,0,0
this dark chocolate brownie recipe makes an amazing brownie treat that will make you a hero dark chocolate morsels add delicious richness to this favorite dessert snack,2,2,27,0,0,12,3,0,0
icon / save heart / empty,2,2,6,0,0,5,1,0,0
icon / app / twitter,2,2,5,0,0,5,0,0,0
key ingredients,0,2,2,0,0,1,0,0,0
a package of dark chocolate morsels with a maroon label and a melty,1,0,13,0,0,6,0,0,0
chocolate chip,1,1,2,0,0,2,0,0,0
cookie data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii,2,1,5,1,10,5,0,0,0
morsels and baking ingredients,2,2,4,0,0,2,1,0,0
nestl toll house dark chocolate morsels,2,2,6,0,0,4,0,0,0
10 oz,2,2,2,1,2,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
1 2/3 cups 10 ounce package nestl toll house dark chocolate morsels,1,2,12,1,5,7,0,1,1
divided,2,1,1,0,0,0,1,0,0
1 cup granulated sugar,2,2,4,1,1,2,1,1,1
1/3 cup butter cut into pieces,2,2,6,1,2,4,0,1,1
2 tablespoons water,2,2,3,1,1,2,0,1,1
2 large eggs,2,2,3,1,1,1,0,0,1
1 teaspoon vanilla extract,2,2,4,1,1,3,0,1,1
3/4 cup all purpose flour,2,2,5,1,2,2,1,1,1
1/4 teaspoon salt,2,2,3,1,2,2,0,1,1
1/2 cup chopped walnuts or pecans optional,2,2,7,1,2,3,1,1,1
make it,2,2,2,0,0,0,1,0,0
step 1,2,2,2,1,1,1,0,0,0
preheat oven to 325 f grease 8 inch square baking pan set aside 1/3 cup,1,2,15,1,6,6,3,1,0
morsels,2,1,1,0,0,1,0,0,0
step 2,2,2,2,1,1,1,0,0,0
heat 1 1/3 cups morsels sugar butter and water in small saucepan over low,1,2,14,1,3,6,1,1,0
heat stirring constantly until chocolate and butter are melted pour into,1,1,11,0,0,3,3,0,0
medium bowl stir in eggs one at a time with wire whisk until blended stir,1,1,15,0,0,7,1,1,0
in vanilla extract add flour and salt stir well stir in remaining 1/3 cup,1,1,14,1,2,4,2,1,0
morsels and nuts pour into prepared baking pan,2,1,8,0,0,4,1,0,0
step 3,2,2,2,1,1,1,0,0,0
bake for 38 to 40 minutes or until wooden pick inserted in center comes out,1,2,15,1,4,4,2,0,0
slightly sticky cool in pan on wire rack cut into bars,2,1,11,0,0,6,0,0,0
you may also like,0,2,4,0,0,0,1,0,0
chocolate chip cookie ice cream,1,0,5,0,0,5,0,0,0
sandwiches data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii,2,1,5,1,10,4,1,0,0
chocolate chip cookie ice cream sandwiches,2,2,6,0,0,6,0,0,0
prep 20 min,2,2,3,1,2,2,0,0,0
cook 10 min,2,2,3,1,2,2,0,0,0
easy,2,2,1,0,0,0,0,0,0
icon / save heart / empty,0,2,6,0,0,5,1,0,0
chocolate mudslide frozen,1,0,3,0,0,3,0,0,0
pie data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii,2,1,5,1,10,5,0,0,0
chocolate mudslide frozen pie,2,2,4,0,0,3,0,0,0
prep 20 min,2,2,3,1,2,2,0,0,0
cook 3 min,2,2,3,1,1,2,0,0,0
easy,2,2,1,0,0,0,0,0,0
icon / save heart / empty,0,2,6,0,0,5,1,0,0
homemade chocolate glazed angel food,1,0,5,0,0,3,1,0,0
cake data image/png base64 ivborw0kggoaaaansuheugaaaaeaaaabcaqaaac1hawcaaaac0leqvr42mnkyaaaaayaajcb0c8aaaaasuvork5cyii,2,1,5,1,10,5,0,0,0
homemade chocolate glazed angel food cake,2,2,6,0,0,4,1,0,0
prep 20 min,2,2,3,1,2,2,0,0,0
cook 35 min,2,2,3,1,2,2,0,0,0
easy,2,2,1,0,0,0,0,0,0
icon / save heart / empty,0,2,6,0,0,5,1,0,0
chocolate mayan bundt,1,0,3,0,0,2,1,0,0
