Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
https //wwwfacebookcom/tr id 1459730024321430 ev pageview noscript 1,0,0,8,1,17,4,2,0,0
duncan hines shield logo /static/img/duncanhines logopng,2,0,6,0,0,3,1,0,0
products,0,2,1,0,0,1,0,0,0
/media/products/4/chocolate decadence brownie mix gzhpotvpng,1,0,5,1,1,4,0,0,0
all products,0,1,2,0,0,1,0,0,0
brownies /media/products/4/chocolate decadence brownie,1,0,4,1,1,3,1,0,0
mix gzhpotvpng brownies,0,1,3,0,0,3,0,0,0
cakes /media/products/16/moist deluxe french,1,0,4,1,2,1,1,0,0
vanilla cake mix tbdkwcwpng cakes,0,1,5,0,0,3,1,0,0
frostings /media/products/25/creamy,1,0,2,1,2,1,1,0,0
home style butter cream frosting kkerg7apng frostings recipes tips our story,2,1,11,1,1,7,2,0,0
baker s club sign in sign up,2,2,7,0,0,5,0,0,0
submit recipe,2,2,2,0,0,2,0,0,0
recipes brownies caramel stuffed swiss chocolate brownies,0,2,7,0,0,4,1,0,0
/media/cache/images/recipes/897/caramel stuffed swiss chocolate,1,0,4,1,3,1,1,0,0
brownies/eb49c234f14c30e46705292c4ecf2911jpg,2,1,1,1,22,1,0,0,0
caramel stuffed swiss chocolate brownies,2,2,5,0,0,3,1,0,0
rating not rated 1 comment,2,2,5,1,1,2,1,0,0
mcsticko,2,2,1,0,0,1,0,0,0
email,0,2,1,0,0,1,0,0,0
//assetspinterestcom/images/pidgets/pinit fg en rect gray 20png,2,0,6,1,2,2,0,1,0
save rate it print,2,2,4,0,0,3,0,0,0
incredibly easy and fast layered browniesthese brownies have four layers of,1,2,11,0,0,2,1,0,0
chocolate and caramel decadence working together to create one perfect treat,0,1,11,0,0,4,2,0,0
ingredients,2,0,1,0,0,1,0,0,0
1 box duncan hines swiss chocolate cake mix,1,2,8,1,1,4,0,0,1
3/4 cup butter melted,1,1,4,1,2,2,1,1,1
2/3 cup evaporated milk,1,1,4,1,2,2,1,1,1
1 bag 340g individually wrapped caramels unwrapped,1,1,7,1,4,2,1,0,1
1 cup semi sweet chocolate chips,2,1,6,1,1,4,0,1,1
directions,2,2,1,0,0,1,0,0,0
1 preheat oven to 350f,1,2,5,1,4,1,1,0,0
2 in a large bowl combine 3/4 cup melted butter cake mix and 1/3 cup evaporated milk,1,1,17,1,5,6,3,1,0
3 spread half of the batter into greased 9x13 pan and bake for 10 min,1,1,15,1,6,5,0,0,0
4 in a microwave safe bowl combine caramels and 1/3 cup evaporated milk microwave in 30 sec intervals stirring until smooth,1,1,21,1,5,8,2,1,0
5 once the bottom layer is baked sprinkle chocolate chips on top then pour melted caramel,1,1,16,1,1,5,4,0,0
6 crumble remaining batter over the caramel and bake for an additional 15 min,1,1,14,1,3,4,1,0,0
7 cool completely before cutting,2,1,5,1,1,0,1,0,0
comments,2,2,1,0,0,1,0,0,0
please log in to comment,0,2,5,0,0,1,2,0,0
/static/avatars/cupcakepng,2,0,1,0,0,1,0,1,0
colleencollett on mar 29 2017 3 42 pm,2,2,8,1,9,3,0,0,0
can t wait to try this one,0,2,7,0,0,1,2,0,0
yum,0,0,1,0,0,1,0,0,0
conagra foods logo /static/img/conagra logopng,2,0,5,0,0,3,1,0,0
contact us faq usa site careers privacy policy legal,2,2,9,0,0,5,1,0,0
c conagra brands all rights reserved,2,2,6,0,0,3,2,0,0
