Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
skip to content,0,0,3,0,0,1,1,0,0
eggsca themes/eggsca/img/site logo ensvg,2,0,4,0,0,3,0,0,0
recipes,1,2,1,0,0,1,0,0,0
eggs 101,1,1,2,1,3,1,0,0,0
nutrition,1,1,1,0,0,1,0,0,0
egg timer,1,1,2,0,0,2,0,0,0
q a,2,1,2,0,0,1,0,0,0
sign in,2,2,2,0,0,1,0,0,0
search terms,2,2,2,0,0,2,0,0,0
recipes,2,2,1,0,0,1,0,0,0
classic vanilla cupcakes,2,2,3,0,0,2,0,1,0
cupcakes are the perfect way to celebrate any occasion be it a birthday,1,2,13,0,0,4,3,1,0
graduation or even just a rainy day,0,1,7,0,0,2,0,0,0
https //mediaeggsca/assets/recipephotos/ resampled/fillwyixmjgwiiwinziwil0/classic,1,0,3,1,1,2,0,0,0
vanilla cupcakes cmsjpg,2,1,3,0,0,2,1,1,0
serves,2,2,1,0,0,1,0,0,0
12,2,2,1,1,2,0,0,0,0
prep time,2,2,2,0,0,2,0,0,0
15 min,2,2,2,1,2,1,0,0,0
cook time,2,2,2,0,0,2,0,0,0
20 min,2,2,2,1,2,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
nutrition facts,2,2,2,0,0,2,0,0,0
calories,2,2,1,0,0,1,0,0,0
460,2,2,1,1,3,0,0,0,0
fat,2,2,1,0,0,1,0,0,0
19 g,2,2,2,1,2,1,0,0,0
saturated fat,2,2,2,0,0,1,1,0,0
11 g,2,2,2,1,2,1,0,0,0
trans fat,2,2,2,0,0,1,1,0,0
05 g,2,2,2,1,2,1,0,0,0
sodium,2,2,1,0,0,1,0,0,0
190 mg,2,2,2,1,3,1,0,0,0
sugars,2,2,1,0,0,1,0,0,0
57 g,2,2,2,1,2,1,0,0,0
protein,2,2,1,0,0,1,0,0,0
3 g,2,2,2,1,1,1,0,0,0
fibre,2,2,1,0,0,1,0,0,0
0 g,2,2,2,1,1,1,0,0,0
carbohydrate,2,2,1,0,0,1,0,0,0
70 g,0,2,2,1,2,1,0,0,0
themes/eggsca/img/close minisvg,2,0,2,0,0,1,0,0,0
nutrition facts,2,2,2,0,0,2,0,0,0
cupcakes,2,2,1,0,0,1,0,1,0
1 1/2 cups 375 ml all purpose flour sifted,1,2,9,1,6,3,2,1,1
1 1/2 tsp 75 ml baking powder,1,1,7,1,5,4,0,1,1
tsp 25 ml salt,1,1,4,1,2,2,0,1,1
cup 125 ml unsalted butter at room temperature,1,1,8,1,3,5,0,1,1
1 cup 250 ml granulated sugar,1,1,6,1,4,3,1,1,1
2 eggs at room temperature,1,1,5,1,1,3,0,0,1
